Card Name	Cost	Type	Affinity	Rarity	Energy Damage	Mana Regen	Max Health	Physical Damage	Health Regen	Max Mana	Energy Pen	Physical Armor	Cooldown Reduction	Physical Pen	Energy Armor	Crit Chance	Lifesteal	Crit Bonus	Attack Speed	Harvester Placement Time	Max Movement Speed	Damage Bonus	MaxedEnergy Damage	MaxedMana Regen	MaxedMax Health	MaxedPhysical Damage	MaxedHealth Regen	MaxedMax Mana	MaxedEnergy Pen	MaxedPhysical Armor	MaxedCooldown Reduction	MaxedPhysical Pen	MaxedEnergy Armor	MaxedCrit Chance	MaxedLifesteal	MaxedCrit Bonus	MaxedAttack Speed	MaxedHarvester Placement Time	MaxedMax Movement Speed	MaxedDamage Bonus	Special0	Special1	Special2	MaxedSpecial0	MaxedSpecial1	MaxedSpecial2	0
Brand of the Ironeater	3	Passive	Affinity.Fury	Common	0	0	0	0	0	0	0	0	0	0	0	0.04	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Hunger-Maul	3	Passive	Affinity.Fury	Common	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Redeye Nitro	2	Passive	Affinity.Fury	Common	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0
Chrono-vore	3	Passive	Affinity.Fury	Common	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blast Harness	3	Passive	Affinity.Fury	Common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Injured Rage	4	Passive	Affinity.Fury	Uncommon	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	When <status id="crtwnd"/>	#ERROR!	0	0
Merciless	3	Passive	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
Reverberate	4	Active	Affinity.Fury	Uncommon	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
Incessant Onslaught	3	Passive	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	On Hit Player	#ERROR!	0	0	0	0	0
Heartshot	5	Passive	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	On Kill Player	#ERROR!	0	0	0	0	0
Firepiercer	5	Active	Affinity.Fury	Uncommon	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160 <attr id="EnPen"/>	0	0	0	0	0	0
Bone Dice	3	Passive	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	When <key>Critically Wounded</> 20% <attr id="CritCh"/>	0	0	0	0	0	0
Bloodrite Brand	6	Passive	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0.04	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<key>On Kill Player</>	<key>When</> Critically Wounded	gain +40% of Unit health over 10s	0	0	0	0
Victory Torch	4	Passive	Affinity.Fury	Uncommon	7.575758	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	On Hit	When Critically Wounded	Burn targets	0
Armavore	3	Passive	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<key>On Kill</>	#ERROR!	0	0
Rocket Spike	5	Active	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160 <attr id="PhysPen"/>	0	0	0	0	0	0
Power Chord	3	Passive	Affinity.Fury	Uncommon	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<key>Aura</> Bonus <attr id="EnDmg"/> to Allied Minions	0	0	0	0	0	0
Killdozer Horn	3	Passive	Affinity.Fury	Uncommon	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<key>Aura</> Bonus <attr id="PhysDmg"/> to Allied Minions	0	0	0	0	0	0
Vicious Kinetic	3	Upgrade	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Raging Chrono	4	Upgrade	Affinity.Fury	Uncommon	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stonetooth Heart	4	Passive	Affinity.Growth	Common	0	0	100	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vineheart	4	Passive	Affinity.Growth	Common	0	0	100	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Swiftcreek Heart	4	Passive	Affinity.Growth	Common	0	0	100	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heart of the Apex	3	Passive	Affinity.Growth	Common	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Spiked Boneplate	3	Passive	Affinity.Growth	Common	0	0	0	7.575758	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thorned Greenweave	3	Passive	Affinity.Growth	Common	0	0	0	7.575758	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Venom Shell	3	Passive	Affinity.Growth	Common	7.575758	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snakevine Mesh	3	Passive	Affinity.Growth	Common	7.575758	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Seeds of the Flood	3	Passive	Affinity.Growth	Common	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Reptilian Claw	3	Passive	Affinity.Growth	Common	0	0	0	0	1.4	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Savage Remedy	3	Passive	Affinity.Growth	Common	0	0	0	0	1.4	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gift of the Rains	3	Passive	Affinity.Growth	Common	0	0.3	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Feral Stone	3	Passive	Affinity.Growth	Common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Beta Health	4	Upgrade	Affinity.Growth	Common	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beta Heal	4	Upgrade	Affinity.Growth	Common	0	0	0	0	5.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beta Guard	3	Upgrade	Affinity.Growth	Common	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Beta Barrier	3	Upgrade	Affinity.Growth	Common	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silent Indignation	4	Active	Affinity.Growth	Uncommon	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
Hunter's Guile	4	Active	Affinity.Growth	Uncommon	0	0	100	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Cleanse	0	0	0	0	0	0
Charging Brute	5	Passive	Affinity.Growth	Uncommon	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	On Kill +5 Movespeed	0	0	0	0	0	0
Overflowing Gifts	3	Active	Affinity.Growth	Uncommon	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14 HPS for 14s To Allies	0	0	0	0	0	0
Nature's Muse	7	Active	Affinity.Growth	Uncommon	0	0	100	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5s to Cooldowns to Allies	0	0	0
Mending Bloom	3	Active	Affinity.Growth	Uncommon	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3 <attr id="MPReg"/> for 14s To Allies	0	0	0	0	0	0
Scorpion Plate	6	Active	Affinity.Growth	Uncommon	0	0	0	0	0	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<key>On Hit</>	32 Energy Armor Shred	0	0	0	0	0
Clearheart	5	Passive	Affinity.Growth	Uncommon	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
Madspore Sash	5	Passive	Affinity.Growth	Uncommon	0	0	0	0	1.4	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Aura: +50 Physical Damage to Enemies	0	0	0	0	0	0
Splinterbark Vest	6	Active	Affinity.Growth	Uncommon	0	0	0	0	0	0	0	0	0	16	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<key>On Hit</>	32 Physical Armor Shred	0	0	0	0	0
Chieftain's Crown	5	Passive	Affinity.Growth	Uncommon	0	0	200	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	<key>Aura</> 4.2 <attr id="HPReg"/> to Allied Minions	0	0	0	0	0	0
Alpha Health	5	Upgrade	Affinity.Growth	Uncommon	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpha Heal	5	Upgrade	Affinity.Growth	Uncommon	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpha Guard	5	Upgrade	Affinity.Growth	Uncommon	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpha Barrier	5	Upgrade	Affinity.Growth	Uncommon	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minor Strike	1	Upgrade	Affinity.Universal	Common	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Strike	2	Upgrade	Affinity.Universal	Common	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minor Cast	1	Upgrade	Affinity.Universal	Common	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cast	2	Upgrade	Affinity.Universal	Common	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minor Kinetic	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kinetic	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minor Guard	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guard	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minor Barrier	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Barrier	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesser Health	1	Upgrade	Affinity.Universal	Common	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Health	2	Upgrade	Affinity.Universal	Common	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basic Mana	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mana	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basic Chrono	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrono	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Windcarver Blade	3	Passive	Affinity.Universal	Common	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0
Whirling Wand	3	Passive	Affinity.Universal	Common	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0
Spear of the Rifthunter	3	Passive	Affinity.Universal	Common	0	0	0	7.575758	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0
Riftmagus Scepter	3	Passive	Affinity.Universal	Common	7.575758	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0
Amulet of the Veteran	3	Passive	Affinity.Universal	Common	0	0	100	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eldermage Amulet	3	Passive	Affinity.Universal	Common	7.575758	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blade of Agora	3	Passive	Affinity.Universal	Common	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Agoran Scepter	3	Passive	Affinity.Universal	Common	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Pendulum of Lords	3	Passive	Affinity.Universal	Common	0	0	100	0	0	75	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrono-Mancer Disc	3	Passive	Affinity.Universal	Common	7.575758	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chronospike	3	Passive	Affinity.Universal	Common	0	0	0	7.575758	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamant Edge	3	Passive	Affinity.Universal	Common	0	0	100	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staff of Adamant	3	Passive	Affinity.Universal	Common	7.575758	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fountain Spike	3	Passive	Affinity.Universal	Common	0	0	0	7.575758	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wellspring Staff	3	Passive	Affinity.Universal	Common	7.575758	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	15.15152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lord's Key	3	Passive	Affinity.Universal	Common	0	0	100	0	0	75	0	0	0.025	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UNIQUE Harvester Key	0	0	0	0	0	0
Circlet of Health	3	Passive	Affinity.Universal	Common	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Grants nearby allies 4.2 Health Regen	0	0	0	0	0	0
Circlet of Mana	3	Passive	Affinity.Universal	Common	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Grants nearby allies 0.9 Mana Regen	0	0	0	0	0	0
Lord's Ward	3	Active	Affinity.Universal	Common	0	0	100	0	0	75	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shadow Ward	0	0	0	0	0	0
Tempered Plate	3	Passive	Affinity.Universal	Common	0	0	100	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuned Barrier	3	Passive	Affinity.Universal	Common	0	0	100	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Magus' Key	3	Passive	Affinity.Universal	Common	7.575758	0	0	0	0	75	0	0	0	0	0	0	0	0	0	3	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UNIQUE Harvester Key	0	0	0	0	0	0
Brawler's Key	3	Passive	Affinity.Universal	Common	0	0	0	7.575758	0	75	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UNIQUE Harvester Key	0	0	0	0	0	0
Magus' Ward	3	Active	Affinity.Universal	Common	7.575758	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shadow Ward	0	0	0	0	0	0
Brawler's Ward	3	Active	Affinity.Universal	Common	0	0	0	7.575758	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shadow Ward	0	0	0	0	0	0
Sage's Key	3	Passive	Affinity.Universal	Common	7.575758	0	100	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UNIQUE Harvester Key	0	0	0	0	0	0
Guardian's Key	3	Passive	Affinity.Universal	Common	0	0	100	7.575758	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	UNIQUE Harvester Key	0	0	0	0	0	0
Sage's Ward	3	Active	Affinity.Universal	Common	7.575758	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shadow Ward	0	0	0	0	0	0
Guardian's Ward	3	Active	Affinity.Universal	Common	0	0	100	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.575758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Shadow Ward	0	0	0	0	0	0
Minor Wound	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wound	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesser Heal	1	Upgrade	Affinity.Universal	Common	0	0	0	0	1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heal	2	Upgrade	Affinity.Universal	Common	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Basic Spark	1	Upgrade	Affinity.Universal	Common	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spark	2	Upgrade	Affinity.Universal	Common	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minor Pierce	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pierce	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minor Shock	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shock	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lesser Drain	1	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Drain	2	Upgrade	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wings of the Valkyrie	2	Passive	Affinity.Universal	Common	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Warlord	0	Prime	Affinity.Universal	Starter	0	0	0	75.75758	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
The Archmagus	0	Prime	Affinity.Universal	Starter	75.75758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#ERROR!	0	0	0	0	0	0
